,User,Tweet_time,Tweet,Hashtag,Retweet,Favorite,Join_time,Follower,Friend
443,fjordstrom,2022-09-14 14:05:54+00:00,"PSA: if you see someone run with an iPhone in the hand, they’re probably trying out Action Mode 😅 
#iPhone14 #iPhone14Pro","[{'text': 'iPhone14', 'indices': [99, 108]}, {'text': 'iPhone14Pro', 'indices': [109, 121]}]",0,1,2009-04-01 13:20:17+00:00,1483,2707
444,akshayjohri,2022-09-14 14:05:46+00:00,"Lets celebrate people who don't change their phone frequently thus contributing one less piece of e-waste.
Beeing #UsingMyPhoneSince 25 months
#iPhone14 #iphone","[{'text': 'UsingMyPhoneSince', 'indices': [114, 132]}, {'text': 'iPhone14', 'indices': [143, 152]}, {'text': 'iphone', 'indices': [153, 160]}]",0,2,2009-12-31 12:09:45+00:00,211,227
445,Gowtham_Vickyy,2022-09-14 14:05:36+00:00,"@WS_MobileTrans 1️⃣.Follwed &amp; liked

2️⃣.Tagging @KannanVfc13 @poovarasan_sa 
My most surprising photo is 10 years transfer of my photo with and without mustache and beard. it's very funny so i couldn't share

3️⃣.#nothingchangedaftertransfer and
#mobiletrans #wondershare #iphone14 @WS_MobileTrans","[{'text': 'nothingchangedaftertransfer', 'indices': [218, 246]}, {'text': 'mobiletrans', 'indices': [251, 263]}, {'text': 'wondershare', 'indices': [264, 276]}, {'text': 'iphone14', 'indices': [277, 286]}]",0,0,2017-06-05 01:01:31+00:00,291,342
446,SagarPurohit06,2022-09-14 14:05:32+00:00,"via WhatsApp

#iPhone14 #iPhone https://t.co/CXubTci0gw","[{'text': 'iPhone14', 'indices': [14, 23]}, {'text': 'iPhone', 'indices': [24, 31]}]",0,0,2014-05-15 06:41:37+00:00,86,35
447,OluwapelumiPau2,2022-09-14 14:05:18+00:00,#love #Iphone14 #ASSU #ICO #TIKTOK #QueenElizabeth check out the current news about Iphone14 https://t.co/BwtdufRax3,"[{'text': 'love', 'indices': [0, 5]}, {'text': 'Iphone14', 'indices': [6, 15]}, {'text': 'ASSU', 'indices': [16, 21]}, {'text': 'ICO', 'indices': [22, 26]}, {'text': 'TIKTOK', 'indices': [27, 34]}, {'text': 'QueenElizabeth', 'indices': [35, 50]}]",1,1,2022-09-08 23:04:50+00:00,1,37
448,shekhar_twtr,2022-09-14 14:05:07+00:00,"@Mrwhosetheboss Just saw camera comparison video of iphone 14 and s22 ultra, Arun just one thing I can say...you and your efforts on this comparison is amazing..hats off to you #iPhone14","[{'text': 'iPhone14', 'indices': [177, 186]}]",0,0,2011-08-25 19:04:44+00:00,20,77
449,Symmetric_Group,2022-09-14 14:02:30+00:00,"Apple iPhone 14 launch used to hook victims into a crypto scam 
#Apple #iPhone14 #CryptoScam 
https://t.co/OGcRWKSPGr https://t.co/uKOSygGzMM","[{'text': 'Apple', 'indices': [64, 70]}, {'text': 'iPhone14', 'indices': [71, 80]}, {'text': 'CryptoScam', 'indices': [81, 92]}]",0,0,2009-08-31 15:57:34+00:00,198,150
450,Tech_way1,2022-09-14 14:02:24+00:00,iPhone 14 Pro Max First Look &amp; hand's on #iphone #iphone14 #iphone14pro #iphone14promax #apple #apple14 https://t.co/DQt0qOCepe,"[{'text': 'iphone', 'indices': [45, 52]}, {'text': 'iphone14', 'indices': [53, 62]}, {'text': 'iphone14pro', 'indices': [63, 75]}, {'text': 'iphone14promax', 'indices': [76, 91]}, {'text': 'apple', 'indices': [92, 98]}, {'text': 'apple14', 'indices': [99, 107]}]",0,4,2020-12-28 17:06:00+00:00,342,101
451,GOWKING27,2022-09-14 14:02:00+00:00,"MY 2 YEARS DREAM WITH MY FRIENDS 
#nothingchangedaftertransfer and #mobiletrans #iPhone14 https://t.co/pSFIJ9LAa8","[{'text': 'nothingchangedaftertransfer', 'indices': [34, 62]}, {'text': 'mobiletrans', 'indices': [67, 79]}, {'text': 'iPhone14', 'indices': [80, 89]}]",0,0,2022-09-14 13:55:25+00:00,0,3
452,cprashant541,2022-09-14 14:01:01+00:00,"https://t.co/UUtH7rDsy8
He said said iPhone 14 is good product apple product has various features blablaa but didnt mention a Single What Make It Special 
#iPhone14 https://t.co/cpR7pPT0Bw","[{'text': 'iPhone14', 'indices': [155, 164]}]",0,1,2019-01-18 06:55:05+00:00,18,7
453,Tech_way1,2022-09-14 14:00:56+00:00,iPhone 14 Blue Appearance iPhone 14 First Look &amp; hand's on #iphone #iphone14 #iphone14pro #iphone14promax #apple #apple14 https://t.co/xbZcMl7gbs,"[{'text': 'iphone', 'indices': [63, 70]}, {'text': 'iphone14', 'indices': [71, 80]}, {'text': 'iphone14pro', 'indices': [81, 93]}, {'text': 'iphone14promax', 'indices': [94, 109]}, {'text': 'apple', 'indices': [110, 116]}, {'text': 'apple14', 'indices': [117, 125]}]",0,2,2020-12-28 17:06:00+00:00,342,101
454,chandugouds,2022-09-14 14:00:28+00:00,#iPhone14 over prices in #India compared to other countries. Let’s #boycottiphone14 in India @Apple,"[{'text': 'iPhone14', 'indices': [0, 9]}, {'text': 'India', 'indices': [25, 31]}, {'text': 'boycottiphone14', 'indices': [67, 83]}]",2,2,2010-05-08 06:41:17+00:00,198,319
455,SalbeelM,2022-09-14 13:59:05+00:00,"Bahria Town Lahore is a brilliantly planned community and beautifully designed that offers all of the best features and facilities.

#bahriatownlifestyle #bahriatown #propertyforoverseas #realestateinvestment #realestatesales #FloodsInPakistan2022 #maulagroup #iPhone14 #iOS16 https://t.co/cyX2FHbixR","[{'text': 'bahriatownlifestyle', 'indices': [133, 153]}, {'text': 'bahriatown', 'indices': [154, 165]}, {'text': 'propertyforoverseas', 'indices': [166, 186]}, {'text': 'realestateinvestment', 'indices': [187, 208]}, {'text': 'realestatesales', 'indices': [209, 225]}, {'text': 'FloodsInPakistan2022', 'indices': [226, 247]}, {'text': 'maulagroup', 'indices': [248, 259]}, {'text': 'iPhone14', 'indices': [260, 269]}, {'text': 'iOS16', 'indices': [270, 276]}]",0,0,2022-05-30 13:37:03+00:00,6,5
456,PaulWeber,2022-09-14 13:58:46+00:00,"It’s a beautiful phone, and I love that dynamic island. #iphone14 

https://t.co/TuPamgM8si","[{'text': 'iphone14', 'indices': [56, 65]}]",0,1,2008-11-13 15:30:00+00:00,512,502
457,fnb_autos,2022-09-14 13:55:11+00:00,"FOR SALE‼️
Foreign used 2006 Toyota Corolla LE
Location: Lagos State 
Price: 3,800,000 
☎️: 08135853142
#fnbautos #toyota #corolla #toyotacorolla #lagos #electricity #iOS16 #iphone14 #business #trending #30BG https://t.co/XomJXXOvfS","[{'text': 'fnbautos', 'indices': [104, 113]}, {'text': 'toyota', 'indices': [114, 121]}, {'text': 'corolla', 'indices': [122, 130]}, {'text': 'toyotacorolla', 'indices': [131, 145]}, {'text': 'lagos', 'indices': [146, 152]}, {'text': 'electricity', 'indices': [153, 165]}, {'text': 'iOS16', 'indices': [166, 172]}, {'text': 'iphone14', 'indices': [173, 182]}, {'text': 'business', 'indices': [183, 192]}, {'text': 'trending', 'indices': [193, 202]}, {'text': '30BG', 'indices': [203, 208]}]",0,1,2015-05-13 00:55:23+00:00,931,1482
458,LineSheetsPro,2022-09-14 13:53:49+00:00,"Flexible way to manage notifications - #dynamicisland
Flexible way to create linesheets - #linesheetspro

#Appleevent #iPhone14 #Apple","[{'text': 'dynamicisland', 'indices': [39, 53]}, {'text': 'linesheetspro', 'indices': [90, 104]}, {'text': 'Appleevent', 'indices': [106, 117]}, {'text': 'iPhone14', 'indices': [118, 127]}, {'text': 'Apple', 'indices': [128, 134]}]",0,0,2022-08-23 08:44:10+00:00,0,2
459,Gummicube,2022-09-14 13:53:05+00:00,"VIDEO 🎥: What is seasonality in App Store Optimization (ASO)? In short, it's seasonal marketing for your app, but how does it work? With the holiday season approaching, the best time to start is now!
__
https://t.co/MVJ0BkJNdD
#ASO #AppStore #Apple #iPhone14 #marketing","[{'text': 'ASO', 'indices': [227, 231]}, {'text': 'AppStore', 'indices': [232, 241]}, {'text': 'Apple', 'indices': [242, 248]}, {'text': 'iPhone14', 'indices': [249, 258]}, {'text': 'marketing', 'indices': [259, 269]}]",0,4,2011-04-15 03:47:55+00:00,1631,939
460,shardul2971,2022-09-14 13:52:21+00:00,"Apple's flagship A13 Bionic chip, which was launched back in 2019 still performs ahead of today's snapdragon and mediatek chips which is just a record on its own!!!!
#AppleEvent #iPhone14 https://t.co/dyH7PtyZjn","[{'text': 'AppleEvent', 'indices': [166, 177]}, {'text': 'iPhone14', 'indices': [178, 187]}]",0,1,2019-12-02 12:43:33+00:00,22,280
461,iPhoneLovers0,2022-09-14 13:50:47+00:00,"15 years of Apple iPhone
#iPhone14 https://t.co/RJBanb6h92","[{'text': 'iPhone14', 'indices': [25, 34]}]",1,2,2022-04-22 04:56:27+00:00,308,95
462,selvamani2212,2022-09-14 13:49:58+00:00,"Woow Vedanta 
+ Vedanta likely to manufacture iPhones in India
#stocks #StockMarketindia #iPhone14 https://t.co/LUoK3tmenC","[{'text': 'stocks', 'indices': [63, 70]}, {'text': 'StockMarketindia', 'indices': [71, 88]}, {'text': 'iPhone14', 'indices': [89, 98]}]",0,2,2019-06-16 08:24:33+00:00,61,148
463,primo4k,2022-09-14 13:49:54+00:00,"The first reviews for Apple's iPhone 14, iPhone 14 Pro, and iPhone 14 Pro Max are arriving, and they heavily favor the pro lineup with its camera and display changes.

#iPhone14 #iPhone14Pro https://t.co/DF3P1glHhl https://t.co/m8HFVoGA5k","[{'text': 'iPhone14', 'indices': [168, 177]}, {'text': 'iPhone14Pro', 'indices': [178, 190]}]",0,0,2014-03-10 18:12:40+00:00,4524,444
464,NishantBareilly,2022-09-14 13:49:13+00:00,"iPhone 14 Pro Max hands on video.

#iPhone14 https://t.co/NoC4RvRYOt","[{'text': 'iPhone14', 'indices': [35, 44]}]",0,3,2013-08-28 15:09:33+00:00,1222,751
465,tarun11062004,2022-09-14 13:49:01+00:00,"Most Surprising Pic would be my Dad's Picture Because he's my Inspiration, Backbone &amp; Everything.

#nothingchangedaftertransfer #mobiletrans
#Wondershare 
#iPhone14

@BaluJohny1  @taruna_seth","[{'text': 'nothingchangedaftertransfer', 'indices': [103, 131]}, {'text': 'mobiletrans', 'indices': [132, 144]}, {'text': 'Wondershare', 'indices': [145, 157]}, {'text': 'iPhone14', 'indices': [159, 168]}]",0,0,2022-09-14 13:33:14+00:00,0,1
466,imviswanthan,2022-09-14 13:47:05+00:00,"Thanks @WS_MobileTrans
Tagging - @RealTamilSelvan
@madan3 
#nothingchangedaftertransfer
#mobiletrans #Wondershare #iPhone14

All steps done👍 https://t.co/C17NSeAA43 https://t.co/d5ZwbkVkb4","[{'text': 'nothingchangedaftertransfer', 'indices': [59, 87]}, {'text': 'mobiletrans', 'indices': [88, 100]}, {'text': 'Wondershare', 'indices': [101, 113]}, {'text': 'iPhone14', 'indices': [114, 123]}]",1,1,2022-04-02 09:24:46+00:00,1,102
467,apnnewsindia,2022-09-14 13:45:45+00:00,"#FlipkartBigBillionDay sale: E-commerce giant lists Phone 11 under Rs 30,000, check aditional bank offers

#apple
#iphone11
#iphone12
#iphone14 https://t.co/B0vzJefpkQ","[{'text': 'FlipkartBigBillionDay', 'indices': [0, 22]}, {'text': 'apple', 'indices': [107, 113]}, {'text': 'iphone11', 'indices': [114, 123]}, {'text': 'iphone12', 'indices': [124, 133]}, {'text': 'iphone14', 'indices': [134, 143]}]",0,0,2014-05-13 09:10:18+00:00,20643,26
468,msd_dru,2022-09-14 13:45:39+00:00,"@WS_MobileTrans OMG😻, I'm now 19. Thank you @WS_MobileTrans for recollecting my most precious moment in my life. I'm sure that me and my mom has some most beautiful day with her golden smile that she has. #nothingchangedaftertransfer and #mobiletrans
 #Wondershare #iPhone14 
@vj_nft @sugash_s https://t.co/CKDHgFTyTN","[{'text': 'nothingchangedaftertransfer', 'indices': [205, 233]}, {'text': 'mobiletrans', 'indices': [238, 250]}, {'text': 'Wondershare', 'indices': [252, 264]}, {'text': 'iPhone14', 'indices': [265, 274]}]",0,0,2022-06-16 13:38:23+00:00,3,110
469,Vimal_israel,2022-09-14 13:45:22+00:00,@WS_MobileTrans @AshwinMSD6 @DineshSKumar5  the photo i took on 2018 is the most surprisingly photo of me now. #nothingchangedaftertransfer #mobiletrans #wondershare #iPhone14 https://t.co/zH5fw3782J,"[{'text': 'nothingchangedaftertransfer', 'indices': [111, 139]}, {'text': 'mobiletrans', 'indices': [140, 152]}, {'text': 'wondershare', 'indices': [153, 165]}, {'text': 'iPhone14', 'indices': [166, 175]}]",0,0,2019-09-12 10:50:57+00:00,12,40
470,GaymerPolitico,2022-09-14 13:44:49+00:00,Anybody else got Sept 16 as their #iPhone14 delivery date but the #Apple Store app still says “Your Order Is Being Prepared for Shipment?” I just don’t see how it’ll arrive by Friday if the shipping hasn’t begun by now. 😢#iPhone14Pro #AppleEvent @Apple  https://t.co/NzEwq2SI0Y,"[{'text': 'iPhone14', 'indices': [34, 43]}, {'text': 'Apple', 'indices': [66, 72]}, {'text': 'iPhone14Pro', 'indices': [221, 233]}, {'text': 'AppleEvent', 'indices': [234, 245]}]",0,6,2017-02-08 15:56:24+00:00,330,1738
471,Gazzorpazorp,2022-09-14 13:42:33+00:00,#iPhone14 Series Reviews are Out!,"[{'text': 'iPhone14', 'indices': [0, 9]}]",0,4,2009-11-12 22:16:20+00:00,1975,323
472,appsntips,2022-09-14 13:42:26+00:00,"Check out these best MagSafe power banks for #iPhone14 series.

https://t.co/JRkg3pQrZM","[{'text': 'iPhone14', 'indices': [45, 54]}]",0,0,2018-10-03 17:21:36+00:00,91,0
473,appleinsider,2022-09-14 13:41:33+00:00,"The first reviews for Apple's iPhone 14, iPhone 14 Pro, and iPhone 14 Pro Max are arriving, and they heavily favor the pro lineup with its camera and display changes.

#iPhone14 #iPhone14Pro https://t.co/gFsfXfF0lj https://t.co/n4x13v8ZHf","[{'text': 'iPhone14', 'indices': [168, 177]}, {'text': 'iPhone14Pro', 'indices': [178, 190]}]",10,109,2009-02-10 20:27:09+00:00,636302,60
474,Bagavathi6369,2022-09-14 13:41:18+00:00,"@WS_MobileTrans After looking my old my old picture,I wish I could go back in life.Not to change anything,but to feel a few things twice 💖
Thank 
@WS_MobileTrans

 for making me to recall this memory ❤️
#nothingchangedaftertransfer
#mobiletrans 
#Wondershare  #iPhone14 #Frostkiyara 
@inakbar https://t.co/goXQToIZRa","[{'text': 'nothingchangedaftertransfer', 'indices': [203, 231]}, {'text': 'mobiletrans', 'indices': [232, 244]}, {'text': 'Wondershare', 'indices': [246, 258]}, {'text': 'iPhone14', 'indices': [260, 269]}, {'text': 'Frostkiyara', 'indices': [270, 282]}]",0,1,2022-09-14 13:18:28+00:00,0,1
475,MannyCara,2022-09-14 13:38:36+00:00,"Welp, canceled my #Iphone14 Pro Max preorder","[{'text': 'Iphone14', 'indices': [18, 27]}]",0,0,2009-04-08 13:44:31+00:00,393,308
476,Vasthunaa,2022-09-14 13:37:43+00:00,"what is the real color of your T-shirt there is world of difference right there @Mrwhosetheboss
#iPhone14 https://t.co/2P2OGXYoRr","[{'text': 'iPhone14', 'indices': [96, 105]}]",0,0,2018-01-09 12:49:38+00:00,56,202
477,lakshyalark,2022-09-14 13:37:35+00:00,"Apple iPhone iOS 16 is compatible with these devices:

iPhone 14 Series
iPhone 13 Series
iPhone 12 Series
iPhone 11 Series
iPhone XS
iPhone XS Max
iPhone XR
iPhone X
iPhone 8 Series
iPhone SE (2nd gen)
iPhone SE (3rd gen)

#apple #ios #ios16 #iphone #iphone14","[{'text': 'apple', 'indices': [223, 229]}, {'text': 'ios', 'indices': [230, 234]}, {'text': 'ios16', 'indices': [235, 241]}, {'text': 'iphone', 'indices': [242, 249]}, {'text': 'iphone14', 'indices': [250, 259]}]",0,1,2022-09-11 20:37:49+00:00,3,65
478,studio2702,2022-09-14 13:37:27+00:00,#iPhone14 Pro and Pro Max review : #Apple’s Dynamic Island is worth the visit … https://t.co/cK7wNF0QDB,"[{'text': 'iPhone14', 'indices': [0, 9]}, {'text': 'Apple', 'indices': [35, 41]}]",0,1,2011-06-03 04:24:07+00:00,8923,1743
479,metamonkeystv,2022-09-14 13:35:40+00:00,"iPhone 14 - Apple's island

#iPhone14 #apple #iphone

@vijayvaradaraj @templemonkeys @Apple 

https://t.co/JT5Dm1H8Zb https://t.co/W6S4y6LVKY","[{'text': 'iPhone14', 'indices': [28, 37]}, {'text': 'apple', 'indices': [38, 44]}, {'text': 'iphone', 'indices': [45, 52]}]",0,3,2022-09-04 04:47:21+00:00,99,19
480,iPlanetOfficial,2022-09-14 13:33:45+00:00,"Much-awaited iPhone 14 will be out soon!

You can Pre-book iPhone 14 now! Speed up!

Order Online at https://t.co/wlDouDUq6s

#iPhone14 #iPhone14Plus #iPhone14Pro #iPhone14ProMax #iPlanet #Applepremiunreseller #planetcare #iplanetenterprise #iplaneteducation #Apple https://t.co/XTVuU5Xrlg","[{'text': 'iPhone14', 'indices': [126, 135]}, {'text': 'iPhone14Plus', 'indices': [136, 149]}, {'text': 'iPhone14Pro', 'indices': [150, 162]}, {'text': 'iPhone14ProMax', 'indices': [163, 178]}, {'text': 'iPlanet', 'indices': [179, 187]}, {'text': 'Applepremiunreseller', 'indices': [188, 209]}, {'text': 'planetcare', 'indices': [210, 221]}, {'text': 'iplanetenterprise', 'indices': [222, 240]}, {'text': 'iplaneteducation', 'indices': [241, 258]}, {'text': 'Apple', 'indices': [259, 265]}]",0,0,2016-05-10 10:07:32+00:00,429,98
481,QuitePeter,2022-09-14 13:31:48+00:00,These have to be the dullest iphone reviews of a new iPhone I’ve ever seen. Zero excitement from the review dons #iPhone14,"[{'text': 'iPhone14', 'indices': [113, 122]}]",0,0,2012-12-30 20:43:07+00:00,4453,858
482,DeFi_masters,2022-09-14 13:30:36+00:00,@215_shoots @reckless That alone makes it worth the premium!! #iPhone14,"[{'text': 'iPhone14', 'indices': [62, 71]}]",0,0,2022-04-28 11:38:18+00:00,114,38
483,whitestone_UK,2022-09-14 13:30:26+00:00,"The best Apple iPhone 14 screen protectors https://t.co/kNEsRyfhWI @digitaltrends 

Whitestone Dome Glass Screen Protector for iPhone 14 Pro Max https://t.co/kBxEpDAD6R #Amazon

https://t.co/iGRqCbFlkv #whitestone

Save your money, Protect #iPhone14 💊 #iPhone14 #AppleEvent","[{'text': 'Amazon', 'indices': [169, 176]}, {'text': 'whitestone', 'indices': [202, 213]}, {'text': 'iPhone14', 'indices': [240, 249]}, {'text': 'iPhone14', 'indices': [252, 261]}, {'text': 'AppleEvent', 'indices': [262, 273]}]",2,1,2017-12-21 00:06:39+00:00,574,3372
484,saradietschy,2022-09-14 13:30:11+00:00,"#iPhone14 Unboxing time!! Go go go!!!
Carl the cockroach tried to stop us but he failed.
https://t.co/5MXR9rMHAU https://t.co/1KxtRVkCci","[{'text': 'iPhone14', 'indices': [0, 9]}]",17,293,2011-02-27 20:21:09+00:00,160226,924
485,Lumirewards,2022-09-14 13:26:13+00:00,"IOS or Andriod? 

which one will you go for? 
let's be honest oo!

#iOS16 #latestandriodphone #iphone14","[{'text': 'iOS16', 'indices': [67, 73]}, {'text': 'latestandriodphone', 'indices': [74, 93]}, {'text': 'iphone14', 'indices': [94, 103]}]",1,2,2020-12-05 11:57:44+00:00,7623,27
486,iomers4625,2022-09-14 13:25:25+00:00,@MKBHD @tldtoday heard both of you guys talk about some years Apple don't make iphones that are that much better than the last years model. They skip a few years. What is it this time around? Are we on the edge of new technology and this is as good as it gets? #iphone14,"[{'text': 'iphone14', 'indices': [261, 270]}]",0,0,2019-07-24 12:05:59+00:00,36,501
487,WefixitE,2022-09-14 13:25:15+00:00,https://t.co/5zU5gIGiXz Review of #Apple’s #iPhone 14 and #iPhone14 Pro: They’re leaning into it https://t.co/wIgQ9RCtWk https://t.co/3WcLOlfaLV,"[{'text': 'Apple', 'indices': [34, 40]}, {'text': 'iPhone', 'indices': [43, 50]}, {'text': 'iPhone14', 'indices': [58, 67]}]",1,0,2021-03-06 16:51:14+00:00,49,0
488,attitude_ak_47,2022-09-14 13:25:05+00:00,"@WS_MobileTrans @Muhamed82174733  @astrophile_ap  when I transfered my data from my old phone to my new phone I found a photo which took in my first birthday with my grandmother who I loved so much but she left me to heaven on last November🤧😞
#nothingchangedaftertranfer #mobiletrans #iphone14","[{'text': 'nothingchangedaftertranfer', 'indices': [243, 270]}, {'text': 'mobiletrans', 'indices': [271, 283]}, {'text': 'iphone14', 'indices': [284, 293]}]",1,0,2021-04-09 14:19:10+00:00,2,10
489,jeskillings,2022-09-14 13:22:59+00:00,"And here's the lowdown on the plain ol' #iPhone14, which @trickholland says is ""lovely"" and ""a good upgrade for most people.""

https://t.co/CDO2sMSuDF","[{'text': 'iPhone14', 'indices': [40, 49]}]",1,1,2011-03-25 20:14:59+00:00,2333,1052
490,Badhrinath_K,2022-09-14 13:22:35+00:00,Embargo has lifted. #iPhone14 &amp; #iPhone14Pro reviews are out.,"[{'text': 'iPhone14', 'indices': [20, 29]}, {'text': 'iPhone14Pro', 'indices': [36, 48]}]",0,0,2010-06-20 05:13:34+00:00,468,305
491,imviswanthan,2022-09-14 13:22:06+00:00,"@WS_MobileTrans Thanks @WS_MobileTrans for making me to recall these memories 
Tagging:  @madan3  @TamilTechOffici

#nothingchangedaftertransfer  #mobiletrans #Wondershare #iPhone14

All steps done👍 https://t.co/krDR4VBC8i","[{'text': 'nothingchangedaftertransfer', 'indices': [116, 144]}, {'text': 'mobiletrans', 'indices': [146, 158]}, {'text': 'Wondershare', 'indices': [159, 171]}, {'text': 'iPhone14', 'indices': [172, 181]}]",0,1,2022-04-02 09:24:46+00:00,1,102
492,NITHISHnylk,2022-09-14 13:21:43+00:00,"@WS_MobileTrans This is my old pic with my grandfather,he is no more now. while  transferring  this photo many old memories came and this is my memorable experience while transferring the old files
#nothingchangedaftertransfer
#mobiletrans
#Wondershare 
#iPhone14 https://t.co/SaP9EZj1kY","[{'text': 'nothingchangedaftertransfer', 'indices': [198, 226]}, {'text': 'mobiletrans', 'indices': [227, 239]}, {'text': 'Wondershare', 'indices': [240, 252]}, {'text': 'iPhone14', 'indices': [254, 263]}]",0,2,2022-07-24 12:52:49+00:00,1,105
493,InCredFin,2022-09-14 13:20:00+00:00,"My salary eyeing at me 👀

Get your desired iPhone with our personal loan

🔗 Click here - https://t.co/C8yfvwNRLg
.
.
.
Image credit: Match Made In Heaven
#InCred #FinTech #Loans #WhySoSerious #Memes #PersonalLoan #Iphone14 #Matchmadeinheaven #Wednesdaythought https://t.co/YTdDcA9Q26","[{'text': 'InCred', 'indices': [154, 161]}, {'text': 'FinTech', 'indices': [162, 170]}, {'text': 'Loans', 'indices': [171, 177]}, {'text': 'WhySoSerious', 'indices': [178, 191]}, {'text': 'Memes', 'indices': [192, 198]}, {'text': 'PersonalLoan', 'indices': [199, 212]}, {'text': 'Iphone14', 'indices': [213, 222]}, {'text': 'Matchmadeinheaven', 'indices': [223, 241]}, {'text': 'Wednesdaythought', 'indices': [242, 259]}]",0,2,2017-08-14 06:01:17+00:00,3697,13
494,bulletin_top,2022-09-14 13:19:56+00:00,"Flipkart is set to host its annual Big Billion Day sale towards the end of this month. Get iPhones at low prices. Full details below :-
#bigbilliondays2022 #bigbillionday #Flipkart #iPhone14 #iPhone14Pro 

https://t.co/gEfM5lsGs1","[{'text': 'bigbilliondays2022', 'indices': [136, 155]}, {'text': 'bigbillionday', 'indices': [156, 170]}, {'text': 'Flipkart', 'indices': [171, 180]}, {'text': 'iPhone14', 'indices': [181, 190]}, {'text': 'iPhone14Pro', 'indices': [191, 203]}]",1,7,2022-08-22 13:57:22+00:00,88,2
495,TrakinTech,2022-09-14 13:18:36+00:00,"iPhone 14 Series Hands On. 🍎

#iPhone14 #TrakinTech #KeepTrakin https://t.co/GbeyR6UtA1","[{'text': 'iPhone14', 'indices': [30, 39]}, {'text': 'TrakinTech', 'indices': [40, 51]}, {'text': 'KeepTrakin', 'indices': [52, 63]}]",17,373,2018-01-10 04:41:06+00:00,478449,205
496,crlvideo,2022-09-14 13:16:50+00:00,The #iPhone14 embargo has been lifted and your feed is full of reviews. Why not take a moment to change some  default iOS settings to turn on/off for video mode? https://t.co/uT6GXrHq0u,"[{'text': 'iPhone14', 'indices': [4, 13]}]",1,15,2010-11-04 17:47:34+00:00,3542,141
497,ExpressTechie,2022-09-14 13:16:37+00:00,"What is an eSIM? What are their advantages and disadvantages? Learn all about eSIMs here

#esim #iPhone14 #iPhone14Series 
https://t.co/Vkyam6gevO","[{'text': 'esim', 'indices': [90, 95]}, {'text': 'iPhone14', 'indices': [96, 105]}, {'text': 'iPhone14Series', 'indices': [106, 121]}]",6,11,2015-05-04 04:27:29+00:00,44590,141
498,igor_os777,2022-09-14 13:16:33+00:00,Review of Apple’s iPhone 14 and iPhone 14 Pro: They’re leaning into it https://t.co/rZESWzz12D #TC #Apple #iPhone #iphone14,"[{'text': 'TC', 'indices': [95, 98]}, {'text': 'Apple', 'indices': [99, 105]}, {'text': 'iPhone', 'indices': [106, 113]}, {'text': 'iphone14', 'indices': [114, 123]}]",1,3,2018-01-02 02:13:57+00:00,11609,11396
499,nftlogan007,2022-09-14 13:15:33+00:00,"@WS_MobileTrans This photo is my ug life i so miss my collage life and friends😣
but is my one of best photo #nothingchangedaftertransfer #mobiletrans #wondershare #iphone14 https://t.co/sJ6Itou521","[{'text': 'nothingchangedaftertransfer', 'indices': [108, 136]}, {'text': 'mobiletrans', 'indices': [137, 149]}, {'text': 'wondershare', 'indices': [150, 162]}, {'text': 'iphone14', 'indices': [163, 172]}]",0,0,2022-08-26 03:20:29+00:00,0,6
500,yanuarwallpaper,2022-09-14 13:14:34+00:00,"Halo Iphone lover visit our page &amp; follow us, find many stock wallpaper and other famous brands
• Iphone 14 Stock Wallpaper.
#iPhone14Pro #iPhone14 #iPhone14FreeConChollometro #AppleEvent https://t.co/EuSgZLTnqI","[{'text': 'iPhone14Pro', 'indices': [129, 141]}, {'text': 'iPhone14', 'indices': [142, 151]}, {'text': 'iPhone14FreeConChollometro', 'indices': [152, 179]}, {'text': 'AppleEvent', 'indices': [180, 191]}]",0,3,2019-02-22 21:16:05+00:00,200,0
501,mountdiscovery,2022-09-14 13:14:29+00:00,📱 #iPhone14 series https://t.co/HyGmIOMagn,"[{'text': 'iPhone14', 'indices': [2, 11]}]",0,0,2016-05-24 05:42:46+00:00,413,478
502,zollotech,2022-09-14 13:13:41+00:00,"But first the cases…#iphone14

iPhone 14 and 14 Pro Cases - Everything You Wanted To Know
https://t.co/WhSXHWKkoF","[{'text': 'iphone14', 'indices': [20, 29]}]",10,156,2008-05-22 01:51:16+00:00,85935,848
503,karuppusattai89,2022-09-14 13:11:53+00:00,"#nothingchangedaftertransfer
#mobiletrans  #Wondershare 
#iphone14
This photo was edited by me.
I found this photo recently.
 Moral story :Peoples all are see this life like a race. 
But this life is wonderful thing.
 we create our beauty and enjoy this life fully. https://t.co/DTu8wFkQwr","[{'text': 'nothingchangedaftertransfer', 'indices': [0, 28]}, {'text': 'mobiletrans', 'indices': [29, 41]}, {'text': 'Wondershare', 'indices': [43, 55]}, {'text': 'iphone14', 'indices': [57, 66]}]",0,1,2022-09-14 12:44:37+00:00,0,10
504,EvilKionFan,2022-09-14 13:11:39+00:00,If you’re upgrading from iPhone 13 to iPhone 14 Which iPhone 14 are  you going to get? #iPhone14,"[{'text': 'iPhone14', 'indices': [87, 96]}]",0,0,2022-04-13 22:24:30+00:00,20,77
