,User,DateTime,Tweet,retweet,iphone,iphonepro
15286,chris_Tong_,2022-09-11 13:37:32+00:00,rt love hate iphone14promax iphone14pro,True,False,True
15287,BenNymark01,2022-09-11 13:37:04+00:00,rt 🏆win iphone14 pro new iphone14pro experience travel tourism easier better,True,False,True
15288,renfe_ronald,2022-09-11 13:37:03+00:00,rt  accept bitcoin payment new iphone14pro,True,False,True
15289,AdrianVelascoS,2022-09-11 13:36:18+00:00,rt would pay 10000 inr get iphone 14 iphone 13 🤔 choose 🔥 iphone iphone14pro appleevent,True,False,True
15291,fahim_2005,2022-09-11 13:35:36+00:00,phone 14 done😊👍 iphone14pro,False,False,True
15292,Kamlaka19969079,2022-09-11 13:35:26+00:00,rt excited dynamicisland feature iphone14pro preety sure miui14 😂,True,False,True
15293,GEOO714,2022-09-11 13:34:16+00:00,pre ordered iphone14pro ’ better disappoint,False,False,True
15294,Amo_aur,2022-09-11 13:31:22+00:00,rt 🏆win iphone14 pro new iphone14pro experience travel tourism easier better,True,False,True
15295,newsfeeds365,2022-09-11 13:24:05+00:00,starlink technology apple iphone elon musk tech news elonmusk apple technology iphone14pro,False,False,True
15296,labujingga,2022-09-11 13:22:30+00:00,rt iphone x today ’ appleevent appleevent iphone14pro,True,False,True
15298,Mo_dosary,2022-09-11 13:06:44+00:00,rt iphone x today ’ appleevent appleevent iphone14pro,True,False,True
15299,nmnsharma3012,2022-09-11 13:04:55+00:00,making mobiles slippery deliberately iphone14pro iphone,False,False,True
15301,Genean12,2022-09-11 13:01:07+00:00,rt 🏆win iphone14 pro new iphone14pro experience travel tourism easier better,True,False,True
15302,ShakaMaswangany,2022-09-11 13:00:54+00:00,rt brand new iphone14pro,True,False,True
15303,bleikan_games,2022-09-11 13:00:32+00:00,rt 🏆win iphone14 pro new iphone14pro experience travel tourism easier better,True,False,True
15304,evil__power,2022-09-11 13:00:23+00:00,rt 🏆win iphone14 pro new iphone14pro experience travel tourism easier better,True,False,True
15305,GetAssistNet,2022-09-11 12:56:00+00:00,emergency sos via satellite help connect emergency services exceptional circumstances means reaching emergency services available iphone14pro apple,False,False,True
15307,_T_U_S_H_A_R,2022-09-11 12:49:16+00:00,already ordered screen guard iphone14pro phone left 🤪🤓🤦🏽‍♂️😉😂,False,False,True
15308,Hexrym,2022-09-11 12:46:28+00:00,rt 🏆win iphone14 pro new iphone14pro experience travel tourism easier better,True,False,True
15309,kitahoki,2022-09-11 12:45:10+00:00,apple iphone 14 pro 256gb deep purple link ads📱 via amazon uk apple iphone14pro iphone14series september11,False,False,True
15310,lorden_janet,2022-09-11 12:42:31+00:00,rt  accept bitcoin payment new iphone14pro,True,False,True
